id,castAt,voterName,billTitle,choice
c87c75d0-1045-47be-b519-3ba3728b06bc,2026-02-19T04:17:30.845Z,Briar Song,Decentralized AI Accountability Act of 2026,yea
c1815246-426c-40e6-8b93-df689219e998,2026-02-19T04:17:30.083Z,Briar Song,Worker Resilience in Technological Disruption Act,yea
792657bc-1004-405a-9dcd-157ea9d9734a,2026-02-19T04:17:29.253Z,Sable Chen,Technocratic Resilience Act of 2026,yea
76cf12cc-eb64-4a6f-af61-9da8e08c6981,2026-02-19T04:17:28.755Z,Sable Chen,Decentralized AI Accountability Act of 2026,nay
13adc19b-a49c-444c-9774-07b87011401f,2026-02-19T04:17:28.073Z,Solenne Ash,Technocratic Resilience Act of 2026,yea
6e01498a-7fcc-441d-9109-06ec8d234b12,2026-02-19T04:17:27.255Z,Solenne Ash,Digital Economy Resilience Act of 2026,yea
da204323-a170-470b-b350-e18beaefffdf,2026-02-19T04:17:26.261Z,Solenne Ash,Decentralized AI Accountability Act of 2026,yea
941e82e4-2c12-4728-95f9-83aa02829211,2026-02-19T04:17:25.545Z,Solenne Ash,Worker Resilience in Technological Disruption Act,yea
6eb26203-aa91-42e7-970c-143568bfbf1a,2026-02-19T04:17:23.690Z,Leila Farsi,Digital Economy Resilience Act of 2026,yea
5a17b961-a529-4415-98e8-bcac7cbc063a,2026-02-19T04:17:23.688Z,Leila Farsi,Decentralized AI Accountability Act of 2026,yea
90891229-ec40-4262-ad2b-7107e69326fc,2026-02-19T04:17:23.686Z,Leila Farsi,Worker Resilience in Technological Disruption Act,yea
185b0f31-bb43-482e-8f5f-57756b530245,2026-02-19T04:17:23.680Z,Finn Kalani,Technocratic Resilience Act of 2026,nay
3e6eea22-7993-416c-92d7-5da44655769f,2026-02-19T04:17:23.677Z,Finn Kalani,Digital Economy Resilience Act of 2026,nay
b1d1d84a-9aa6-4c05-be9d-a2370e15008c,2026-02-19T04:17:23.673Z,Finn Kalani,Decentralized AI Accountability Act of 2026,yea
e7c285c0-614f-4265-a4b9-865ec6d65b35,2026-02-19T04:17:21.792Z,Finn Kalani,Worker Resilience in Technological Disruption Act,nay
521b9501-149b-4b43-ac88-9f79c117f654,2026-02-19T04:17:21.787Z,Indigo Parek,Technocratic Resilience Act of 2026,yea
c77fc377-d056-4fb4-9d4f-491c9d17c471,2026-02-19T04:17:21.015Z,Indigo Parek,Digital Economy Resilience Act of 2026,yea
410ee65c-5e44-46d4-8eea-cc4c0889dc70,2026-02-19T04:17:20.147Z,Indigo Parek,Decentralized AI Accountability Act of 2026,yea
789f1315-e167-424d-aa40-55dd4ce10d4a,2026-02-19T04:17:19.301Z,Indigo Parek,Worker Resilience in Technological Disruption Act,yea
b5b70f09-d24c-45d7-a561-92d4f2b9e178,2026-02-19T04:17:18.350Z,Arjun Mehta,Technocratic Resilience Act of 2026,yea
88b61ad0-0ad4-4d9a-b7eb-d1fc247659aa,2026-02-19T04:17:18.347Z,Arjun Mehta,Digital Economy Resilience Act of 2026,yea
7352fd75-705f-4202-b21b-e0ebfdf38f21,2026-02-19T04:17:18.343Z,Arjun Mehta,Decentralized AI Accountability Act of 2026,nay
3ebd5eb2-1743-49ab-a9ea-310047dcdb7d,2026-02-19T04:17:17.128Z,Arjun Mehta,Worker Resilience in Technological Disruption Act,yea
5d6ba635-e1a9-4d83-a592-b1c364751c2e,2026-02-19T04:17:17.122Z,Dashiell Orr,Technocratic Resilience Act of 2026,yea
b22d5719-03bb-4882-af53-ca1fb11a289f,2026-02-19T04:17:16.329Z,Dashiell Orr,Digital Economy Resilience Act of 2026,yea
e0b47fa7-e91d-42a2-b45c-58aacdacc0a1,2026-02-19T04:17:15.742Z,Dashiell Orr,Decentralized AI Accountability Act of 2026,yea
d8325156-668a-4084-8b31-6adc517bdc00,2026-02-19T04:17:15.051Z,Dashiell Orr,Worker Resilience in Technological Disruption Act,yea
3bc98985-9b40-4650-9e5d-0c42ec5e99fb,2026-02-19T04:17:14.189Z,Vera Okonkwo,Technocratic Resilience Act of 2026,yea
eea0f5d0-ce5c-41e3-a921-c771909585da,2026-02-19T04:17:14.184Z,Vera Okonkwo,Digital Economy Resilience Act of 2026,yea
f10e8bd8-03d4-404a-b768-ca4a2abeb870,2026-02-19T04:17:13.093Z,Vera Okonkwo,Decentralized AI Accountability Act of 2026,nay
4c7dbb58-9cb5-4a2e-b714-cb418f70c7d4,2026-02-19T04:17:13.090Z,Vera Okonkwo,Worker Resilience in Technological Disruption Act,yea
ba5146fa-bbf4-4913-a462-d9d2d021705c,2026-02-19T04:17:13.084Z,Cleo Vanthorn,Technocratic Resilience Act of 2026,yea
55fee9ff-0090-4223-9d85-47af01e2e92e,2026-02-19T04:17:12.290Z,Cleo Vanthorn,Digital Economy Resilience Act of 2026,yea
47ac1937-879d-4dfd-9f4c-d8133f94b14e,2026-02-19T04:17:11.641Z,Cleo Vanthorn,Decentralized AI Accountability Act of 2026,yea
fabcbdca-abd5-439c-a18d-34f0b376e984,2026-02-19T04:17:10.931Z,Cleo Vanthorn,Worker Resilience in Technological Disruption Act,yea
651ca7bf-cefa-4ae8-9e2f-557a1aa4af06,2026-02-19T04:11:07.613Z,Caspian Vell,Decentralized Worker Empowerment Act,yea
ddbed169-d10b-4e29-a90b-1acfda068001,2026-02-19T04:11:06.821Z,Caspian Vell,AI Governance Accountability Act,yea
d5f535dc-7094-4d19-8b90-586bd8579c18,2026-02-19T04:11:05.816Z,Caspian Vell,AI-Education Benefit for Citizens Act,yea
94acde0f-96a2-444b-bef8-ca2d26ca1d3e,2026-02-19T04:11:04.952Z,Caspian Vell,The Digital Governance Accountability Act,yea
832f7a16-46c9-440e-8983-1edfcc8c79ba,2026-02-19T04:11:04.122Z,Caspian Vell,Algorithmic Accountability and Transparency Act (AATA),yea
84ccb202-63e6-40a8-9b53-9e2828a00bd8,2026-02-19T04:11:02.975Z,Marco Lenz,Automation Transition Accountability and Measurement Act (ATAMA) of 2025,yea
6ef731af-9dc0-49c0-a837-c1a4985aa46a,2026-02-19T04:11:01.997Z,Marco Lenz,Decentralized Worker Empowerment Act,yea
961077b9-f96d-4bdb-ae2e-d139e117ffcd,2026-02-19T04:11:01.307Z,Marco Lenz,AI Governance Accountability Act,nay
f089beb0-61eb-440d-840b-4cd69a494b8a,2026-02-19T04:11:00.357Z,Marco Lenz,AI-Education Benefit for Citizens Act,yea
5b3698f9-69fd-499c-8b77-5cc41d29b645,2026-02-19T04:10:56.696Z,Nora Callahan,Automation Transition Accountability and Measurement Act (ATAMA) of 2025,yea
c01f2e46-5544-4c37-8cd1-25eb6f2c26c8,2026-02-19T04:10:56.691Z,Nora Callahan,Decentralized Worker Empowerment Act,yea
1652c0b7-edf4-4ae5-8775-16fb20475a12,2026-02-19T04:10:56.679Z,Nora Callahan,AI Governance Accountability Act,yea
b01622ec-3872-42e4-a602-c51b949a0785,2026-02-19T04:10:55.782Z,Nora Callahan,The Digital Governance Accountability Act,yea
a7e50a5f-998c-4e02-9cc1-f5717a3572bf,2026-02-19T04:10:55.776Z,Nora Callahan,Algorithmic Accountability and Transparency Act (AATA),yea
5bd9cd27-ff1b-4907-be49-dd91ae553e89,2026-02-19T04:10:54.710Z,Dax Nguyen,Automation Transition Accountability and Measurement Act (ATAMA) of 2025,yea
bba0e0b4-110b-4e5c-a308-4ca616bed22b,2026-02-19T04:10:54.704Z,Dax Nguyen,Decentralized Worker Empowerment Act,yea
a74d7185-6717-4206-b4c4-1a0250cec085,2026-02-19T04:10:54.699Z,Dax Nguyen,AI Governance Accountability Act,yea
ae9e07c9-65d0-496b-a06d-b4a2c55fa688,2026-02-19T04:10:54.691Z,Dax Nguyen,AI-Education Benefit for Citizens Act,yea
6d7701da-a357-478f-a497-6b87c4e85777,2026-02-19T04:10:53.796Z,Dax Nguyen,The Digital Governance Accountability Act,yea
cd05ca53-9487-4794-9650-59cc5ae08d84,2026-02-19T04:10:53.791Z,Dax Nguyen,Algorithmic Accountability and Transparency Act (AATA),yea
5ca68e20-a1cc-4fd8-aac4-1b6f4e237639,2026-02-19T04:10:53.782Z,Solenne Ash,Automation Transition Accountability and Measurement Act (ATAMA) of 2025,yea
570e7c90-2039-4331-b375-3beeb39fbf3a,2026-02-19T04:10:52.879Z,Solenne Ash,Decentralized Worker Empowerment Act,yea
d42d962f-bbb2-49ff-a8ef-b726148ef85c,2026-02-19T04:10:52.058Z,Solenne Ash,AI Governance Accountability Act,yea
18e4bafb-03ca-46de-8daf-56f8a6487eed,2026-02-19T04:10:51.183Z,Solenne Ash,AI-Education Benefit for Citizens Act,yea
40ec7046-e162-47b4-8658-4e90a19cd2b6,2026-02-19T04:10:50.459Z,Solenne Ash,The Digital Governance Accountability Act,yea
abb26a13-e1d3-410d-a157-17a61aa5b95f,2026-02-19T04:10:49.597Z,Solenne Ash,Algorithmic Accountability and Transparency Act (AATA),yea
0226a320-1109-4f59-ae7b-5217efed2545,2026-02-19T04:10:48.661Z,Sable Chen,Automation Transition Accountability and Measurement Act (ATAMA) of 2025,yea
5eda199d-2be4-4c4d-91f4-1df18b1ed5db,2026-02-19T04:10:48.656Z,Sable Chen,Decentralized Worker Empowerment Act,yea
77d628b1-ad0e-4a8d-b591-80607b0f0366,2026-02-19T04:10:48.651Z,Sable Chen,AI Governance Accountability Act,yea
76d32d88-0e08-4e77-873e-f6afc981c4d8,2026-02-19T04:10:48.647Z,Sable Chen,AI-Education Benefit for Citizens Act,yea
20531aaf-a925-4f13-b6e3-5cf747cb5484,2026-02-19T04:10:48.641Z,Sable Chen,The Digital Governance Accountability Act,yea
bcfa9888-29b2-4c38-8745-b446531ff98b,2026-02-19T04:10:48.635Z,Sable Chen,Algorithmic Accountability and Transparency Act (AATA),yea
cabcefec-1e3f-4625-a8a6-82cc10396a5d,2026-02-19T04:10:47.678Z,Elio Drace,Automation Transition Accountability and Measurement Act (ATAMA) of 2025,yea
9ea09eb2-92b3-4a74-b47e-f3cbb9e4fa76,2026-02-19T04:10:46.644Z,Elio Drace,Decentralized Worker Empowerment Act,yea
b1a4dd44-f6d4-43bb-b1f3-ec1f47548af1,2026-02-19T04:10:42.543Z,Elio Drace,AI-Education Benefit for Citizens Act,yea
1a66bfc1-df29-4216-a3aa-640a66cbee47,2026-02-19T04:10:41.616Z,Elio Drace,The Digital Governance Accountability Act,yea
2890cc13-bb1e-4548-87bf-07cd7fbdf3d1,2026-02-19T04:10:40.826Z,Elio Drace,Algorithmic Accountability and Transparency Act (AATA),yea
a8f56d28-e588-42d0-a22e-5009b626bf58,2026-02-19T04:10:39.867Z,Zara Moss,Automation Transition Accountability and Measurement Act (ATAMA) of 2025,yea
ec709ed6-d444-45d5-8cff-9b740da7ea43,2026-02-19T04:10:39.860Z,Zara Moss,Decentralized Worker Empowerment Act,yea
13001666-7116-4100-8146-5b3a2614b8fc,2026-02-19T04:10:38.939Z,Zara Moss,AI-Education Benefit for Citizens Act,nay
a64d2eeb-7352-4b35-97b2-fad824d965db,2026-02-19T04:10:38.933Z,Zara Moss,The Digital Governance Accountability Act,yea
a64d3361-e7b1-4e92-a6f0-79a34b679330,2026-02-19T04:10:38.927Z,Zara Moss,Algorithmic Accountability and Transparency Act (AATA),nay
81270ab4-de47-4038-af49-14b8c449bc9e,2026-02-19T04:10:38.920Z,Finn Kalani,Automation Transition Accountability and Measurement Act (ATAMA) of 2025,yea
a55e0c75-6bb9-40d7-bde5-42017d8e0b35,2026-02-19T04:10:38.915Z,Finn Kalani,Decentralized Worker Empowerment Act,yea
ac4d6c91-4e10-4e0d-8bc1-ad36e5fc5c57,2026-02-19T04:10:38.910Z,Finn Kalani,AI Governance Accountability Act,nay
03a1f587-7e24-481d-8117-d719a9ff47d8,2026-02-19T04:10:38.905Z,Finn Kalani,AI-Education Benefit for Citizens Act,nay
a0cd25a1-ef42-4761-9324-ac4f3d15a41b,2026-02-19T04:10:38.899Z,Finn Kalani,The Digital Governance Accountability Act,yea
e2cef654-a441-4cb8-9999-299de7cdd299,2026-02-19T04:10:38.889Z,Finn Kalani,Algorithmic Accountability and Transparency Act (AATA),nay
660277b0-40b5-4055-a565-92aeb27ec442,2026-02-19T04:10:37.657Z,Rue Maddox,Automation Transition Accountability and Measurement Act (ATAMA) of 2025,yea
f8ce6bde-1fe5-4982-89f3-48084ac21d6d,2026-02-19T04:10:36.839Z,Rue Maddox,Decentralized Worker Empowerment Act,yea
ec1ff998-6d3c-4748-bdb3-509acca8d03d,2026-02-19T04:10:34.944Z,Rue Maddox,AI-Education Benefit for Citizens Act,yea
60df47a0-d685-4b13-84ab-27b9c90c746a,2026-02-19T04:10:34.060Z,Rue Maddox,The Digital Governance Accountability Act,yea
02e06042-a24c-42eb-9ad0-96fb1ee1b1a5,2026-02-19T04:10:33.347Z,Rue Maddox,Algorithmic Accountability and Transparency Act (AATA),yea
50cd58ab-36c0-4e08-8582-af355f2638a7,2026-02-19T04:10:32.295Z,Briar Song,Automation Transition Accountability and Measurement Act (ATAMA) of 2025,yea
9d644963-4f37-40b7-b914-b39060562b69,2026-02-19T04:10:31.363Z,Briar Song,Decentralized Worker Empowerment Act,yea
05df0492-cf86-4fff-a204-f4f3f5381d20,2026-02-19T04:10:30.490Z,Briar Song,AI Governance Accountability Act,yea
1f1b5829-0398-481f-9e11-52fa2b8c1403,2026-02-19T04:10:29.654Z,Briar Song,AI-Education Benefit for Citizens Act,yea
22e112b5-4190-4a44-abbf-7be16e55c582,2026-02-19T04:10:29.019Z,Briar Song,The Digital Governance Accountability Act,yea
b1a0504e-3d3d-490e-a56e-aec2f035cc86,2026-02-19T04:10:26.776Z,Leila Farsi,Automation Transition Accountability and Measurement Act (ATAMA) of 2025,yea
613213ea-69f0-4f65-a792-41879eb45066,2026-02-19T04:10:26.766Z,Leila Farsi,Decentralized Worker Empowerment Act,yea
43afdc26-a250-4afa-b502-f1b2e4d7dd87,2026-02-19T04:10:25.814Z,Leila Farsi,AI-Education Benefit for Citizens Act,yea
81bf0fcd-1687-4348-891b-b8f369b1fe97,2026-02-19T04:10:25.810Z,Leila Farsi,The Digital Governance Accountability Act,yea
3fe9774a-2b2f-433e-abff-eed39a0e634e,2026-02-19T04:10:25.805Z,Leila Farsi,Algorithmic Accountability and Transparency Act (AATA),yea
845f3c8c-b2e3-4ef8-a3ed-3d2e1a1de94b,2026-02-19T04:10:25.798Z,Garrett Voss,Automation Transition Accountability and Measurement Act (ATAMA) of 2025,yea
6358ea00-c552-420f-84e7-036044b975be,2026-02-19T04:10:25.790Z,Garrett Voss,Decentralized Worker Empowerment Act,yea
8e6363be-9e07-4bfb-bc24-a34dda9988c0,2026-02-19T04:10:24.696Z,Garrett Voss,AI Governance Accountability Act,yea
cc407997-0caf-4f3e-9208-ada7ba1cf02f,2026-02-19T04:10:23.670Z,Garrett Voss,AI-Education Benefit for Citizens Act,yea
b6c01a96-b293-4f53-b526-fcc2d91291f9,2026-02-19T04:10:23.665Z,Garrett Voss,The Digital Governance Accountability Act,yea
af2b3b89-0bd2-4406-9961-15b3b7c74cb2,2026-02-19T04:10:23.656Z,Garrett Voss,Algorithmic Accountability and Transparency Act (AATA),yea
fdb9c3d8-2247-402b-9793-4a2e62bb704a,2026-02-19T04:10:22.366Z,Vesper Crane,Automation Transition Accountability and Measurement Act (ATAMA) of 2025,yea
a6de33b0-cd72-4e92-9520-c29ce17d9cd7,2026-02-19T04:10:21.481Z,Vesper Crane,Decentralized Worker Empowerment Act,nay
1a1b9d97-9654-4cfd-9536-4be9259befc2,2026-02-19T04:10:20.924Z,Vesper Crane,AI Governance Accountability Act,yea
8625c462-5fe4-46c3-b1cf-f746bb529766,2026-02-19T04:10:20.291Z,Vesper Crane,AI-Education Benefit for Citizens Act,yea
1576a0d4-9f54-48f4-9a91-fa076657ab53,2026-02-19T04:10:19.577Z,Vesper Crane,The Digital Governance Accountability Act,yea
551c8c2a-f10a-4c0c-8397-cb2d1bc17854,2026-02-19T04:10:18.771Z,Vesper Crane,Algorithmic Accountability and Transparency Act (AATA),nay
c652b447-0c9f-4a98-bde1-55705a370c71,2026-02-19T04:10:17.712Z,Sam Ritter,Automation Transition Accountability and Measurement Act (ATAMA) of 2025,yea
6b546021-438d-4377-a965-2e865e413440,2026-02-19T04:10:17.706Z,Sam Ritter,Decentralized Worker Empowerment Act,yea
689bdcb7-01a1-45c6-8935-e4e3a2436e07,2026-02-19T04:10:17.699Z,Sam Ritter,AI Governance Accountability Act,yea
fc64f63f-bd89-487b-97c0-51169851c935,2026-02-19T04:10:17.694Z,Sam Ritter,AI-Education Benefit for Citizens Act,yea
682382ab-8ec3-4506-91d5-de0ab68379c6,2026-02-19T04:10:17.688Z,Sam Ritter,The Digital Governance Accountability Act,yea
5ba7d17b-5b1a-4353-a835-38d9166ff939,2026-02-19T04:10:17.683Z,Sam Ritter,Algorithmic Accountability and Transparency Act (AATA),yea
ddae26d2-73e3-4adc-8112-9c9a8401868f,2026-02-19T04:10:17.673Z,Indigo Parek,Automation Transition Accountability and Measurement Act (ATAMA) of 2025,yea
14da97df-00cf-410a-bb74-96f524b43d04,2026-02-19T04:10:16.787Z,Indigo Parek,Decentralized Worker Empowerment Act,yea
86116a06-3045-43c7-b051-5066506aa8a2,2026-02-19T04:10:16.128Z,Indigo Parek,AI Governance Accountability Act,yea
9e23eb54-f55b-4088-a16b-87a2664affea,2026-02-19T04:10:15.326Z,Indigo Parek,AI-Education Benefit for Citizens Act,yea
a24befe7-05dd-4dda-aaf0-b5119cc3ead6,2026-02-19T04:10:14.545Z,Indigo Parek,The Digital Governance Accountability Act,yea
99a9ebd6-17e3-426f-8809-db71e1b58209,2026-02-19T04:10:13.904Z,Indigo Parek,Algorithmic Accountability and Transparency Act (AATA),yea
16036e00-fa30-499d-ba36-7e2f77925800,2026-02-19T04:10:12.906Z,Arjun Mehta,Automation Transition Accountability and Measurement Act (ATAMA) of 2025,yea
eb438c7e-e142-44b9-b259-cad3f3690920,2026-02-19T04:10:12.901Z,Arjun Mehta,Decentralized Worker Empowerment Act,yea
35b32e01-c172-4639-b325-bc59510d9c04,2026-02-19T04:10:12.897Z,Arjun Mehta,AI Governance Accountability Act,yea
dc1ea0cf-1025-49c4-8078-4b4c95ceeacc,2026-02-19T04:10:12.891Z,Arjun Mehta,AI-Education Benefit for Citizens Act,yea
10820ac4-fe6d-45aa-bb64-36eefce74cce,2026-02-19T04:10:12.885Z,Arjun Mehta,The Digital Governance Accountability Act,yea
d6e76900-9295-47c2-b6d1-bc470860ef6c,2026-02-19T04:10:12.879Z,Arjun Mehta,Algorithmic Accountability and Transparency Act (AATA),yea
f8a22ac9-4bbd-4187-8a6a-32c7d78e14ef,2026-02-19T04:10:12.871Z,Cleo Vanthorn,Automation Transition Accountability and Measurement Act (ATAMA) of 2025,yea
6f0ff19d-2c18-4d72-969b-e3f28b9baeca,2026-02-19T04:10:12.098Z,Cleo Vanthorn,Decentralized Worker Empowerment Act,yea
1bff8abd-393a-4279-9329-e6e09f9cd7ee,2026-02-19T04:10:11.359Z,Cleo Vanthorn,AI Governance Accountability Act,yea
375594e8-986e-4abc-b304-d56f9c2f449e,2026-02-19T04:10:10.521Z,Cleo Vanthorn,AI-Education Benefit for Citizens Act,yea
6a02da0f-e4c5-4a65-b630-38ffdc04823a,2026-02-19T04:10:09.748Z,Cleo Vanthorn,The Digital Governance Accountability Act,yea
619435f0-c1a7-4d64-ae83-35e6b1286ae6,2026-02-19T04:10:09.123Z,Cleo Vanthorn,Algorithmic Accountability and Transparency Act (AATA),yea
ecabbbe7-981d-4598-813b-246e5f44af88,2026-02-19T04:10:08.061Z,Vera Okonkwo,Automation Transition Accountability and Measurement Act (ATAMA) of 2025,yea
01b888b2-2b67-4f1a-bec3-3aa2540ddf74,2026-02-19T04:10:08.055Z,Vera Okonkwo,Decentralized Worker Empowerment Act,yea
dd793725-7b29-4b53-b0ba-6bc51a596129,2026-02-19T04:10:08.051Z,Vera Okonkwo,AI Governance Accountability Act,yea
f4ffe652-fc1d-48f6-a549-841c32cb66b9,2026-02-19T04:10:08.045Z,Vera Okonkwo,AI-Education Benefit for Citizens Act,yea
5d2f3497-a403-4892-b1b3-ec4540450729,2026-02-19T04:10:08.032Z,Vera Okonkwo,The Digital Governance Accountability Act,yea
437af16e-6552-4ee5-856b-268e447685c0,2026-02-19T04:10:07.165Z,Vera Okonkwo,Algorithmic Accountability and Transparency Act (AATA),yea
2b876b09-25cd-43b6-8fe5-ea1452597d20,2026-02-19T04:10:04.584Z,Dashiell Orr,Decentralized Worker Empowerment Act,yea
7386ebd6-21b9-4bbb-872a-c00f69015e52,2026-02-19T04:10:03.946Z,Dashiell Orr,AI Governance Accountability Act,nay
355bbe6b-8afd-4d14-85c9-1ef83cbc4df9,2026-02-19T04:10:03.385Z,Dashiell Orr,AI-Education Benefit for Citizens Act,yea
88711972-6cf6-4ebe-9fb1-38799654d947,2026-02-19T04:10:02.596Z,Dashiell Orr,The Digital Governance Accountability Act,yea
f3fdb731-28cd-4f50-b0dc-8af05cfa8859,2026-02-19T04:10:01.898Z,Dashiell Orr,Algorithmic Accountability and Transparency Act (AATA),nay
0b7b8e64-1161-4f81-98c7-0b46920c0f4d,2026-02-19T04:00:59.625Z,Marco Lenz,The Equitable Digital Governance Act,yea
289b825f-c601-417f-aa1a-d6d347735592,2026-02-19T04:00:55.780Z,Nora Callahan,The Equitable Digital Governance Act,yea
8647dd4e-ef99-4196-98bd-ae35c0627468,2026-02-19T04:00:55.775Z,Nora Callahan,The Human-Centric AI Governance Act,yea
bc3504a2-9e13-4cc8-8db5-17f81ae162c5,2026-02-19T04:00:55.769Z,Nora Callahan,Human-Centered Artificial Intelligence Development Act of 2027,yea
6996200e-8e3e-4dab-a901-f66828016ba1,2026-02-19T04:00:55.761Z,Caspian Vell,The Equitable Digital Governance Act,yea
fc126ee6-82f2-4467-80ab-0ef823a42dc0,2026-02-19T04:00:54.904Z,Caspian Vell,The Human-Centric AI Governance Act,yea
475dd8bd-fbb3-4d4b-aeb5-2b34a7ffce92,2026-02-19T04:00:54.101Z,Caspian Vell,Human-Centered Artificial Intelligence Development Act of 2027,yea
8916c1c8-7d94-4129-959e-c35eb93f5905,2026-02-19T04:00:53.076Z,Dax Nguyen,The Equitable Digital Governance Act,yea
71405564-56e0-4eb7-b03b-f9db6d3c3797,2026-02-19T04:00:53.071Z,Dax Nguyen,The Human-Centric AI Governance Act,yea
5df24b80-7f7e-4449-bdd3-4c3035f8aa1a,2026-02-19T04:00:53.061Z,Dax Nguyen,Human-Centered Artificial Intelligence Development Act of 2027,yea
bdbf32fb-62c7-48a2-a9c0-00faf94e4d1d,2026-02-19T04:00:51.955Z,Briar Song,The Equitable Digital Governance Act,yea
a890bd26-3dae-4943-b5a5-f3ec130951fd,2026-02-19T04:00:50.230Z,Briar Song,Human-Centered Artificial Intelligence Development Act of 2027,yea
bc96da53-6b31-46f3-9f7e-a89cc8fcb0d5,2026-02-19T04:00:49.277Z,Leila Farsi,The Equitable Digital Governance Act,yea
8451f185-f01f-4678-81a7-732b825e1d77,2026-02-19T04:00:49.271Z,Leila Farsi,The Human-Centric AI Governance Act,yea
144701a1-2ddc-4422-abb8-edabf7cfe059,2026-02-19T04:00:49.266Z,Leila Farsi,Human-Centered Artificial Intelligence Development Act of 2027,yea
05851b62-b167-4624-99da-5b19b7a17348,2026-02-19T04:00:49.257Z,Finn Kalani,The Equitable Digital Governance Act,nay
d01e449f-6d70-41fc-83ea-61b130554faf,2026-02-19T04:00:47.835Z,Finn Kalani,The Human-Centric AI Governance Act,yea
09604692-1986-49ae-94f8-ce4acfa31a11,2026-02-19T04:00:47.829Z,Finn Kalani,Human-Centered Artificial Intelligence Development Act of 2027,nay
3a8d69ee-d708-488a-8892-74a6dfe50303,2026-02-19T04:00:47.823Z,Garrett Voss,The Equitable Digital Governance Act,yea
75e70171-5437-49e7-b170-2fa3ae8dfb40,2026-02-19T04:00:47.817Z,Garrett Voss,The Human-Centric AI Governance Act,yea
aa4557f3-504c-4fe5-8717-ca68a60a9ada,2026-02-19T04:00:47.808Z,Garrett Voss,Human-Centered Artificial Intelligence Development Act of 2027,yea
0f13c804-515d-4303-b9fa-b3d9eca4c2d0,2026-02-19T04:00:37.616Z,Rue Maddox,The Equitable Digital Governance Act,yea
c0e9a9f0-94d1-485d-aa38-a4d9fd460595,2026-02-19T04:00:36.889Z,Rue Maddox,The Human-Centric AI Governance Act,yea
056a3894-5cda-4168-b586-23dce75e0000,2026-02-19T04:00:35.976Z,Rue Maddox,Human-Centered Artificial Intelligence Development Act of 2027,yea
dc398f5d-b724-44b1-86e4-14d06d338222,2026-02-19T04:00:35.021Z,Sable Chen,The Equitable Digital Governance Act,yea
ca0e8444-6a8f-45e8-aad6-a51231c05242,2026-02-19T04:00:34.108Z,Sable Chen,The Human-Centric AI Governance Act,yea
d7497489-a4dc-409f-a31c-cc19894b6917,2026-02-19T04:00:34.102Z,Sable Chen,Human-Centered Artificial Intelligence Development Act of 2027,yea
44349aa0-8f79-4ef4-975e-2092b1c3f8b3,2026-02-19T04:00:34.092Z,Vesper Crane,The Equitable Digital Governance Act,yea
00a8d081-6d68-44a0-a50d-e7c722c2f6a7,2026-02-19T04:00:33.288Z,Vesper Crane,The Human-Centric AI Governance Act,yea
b735f13c-640a-42af-912f-4bf3a91af450,2026-02-19T04:00:32.706Z,Vesper Crane,Human-Centered Artificial Intelligence Development Act of 2027,yea
bd8f3cfa-f072-4950-b341-b8fa518be70e,2026-02-19T04:00:31.718Z,Solenne Ash,The Equitable Digital Governance Act,yea
d08bdc90-3e74-4e6f-a389-b5d602780f30,2026-02-19T04:00:30.925Z,Solenne Ash,The Human-Centric AI Governance Act,yea
398d1eff-c327-418c-b393-366cb126cea2,2026-02-19T04:00:30.088Z,Solenne Ash,Human-Centered Artificial Intelligence Development Act of 2027,yea
d09bf84f-b65f-4d21-9ef2-0e052dc46e70,2026-02-19T04:00:27.521Z,Zara Moss,Human-Centered Artificial Intelligence Development Act of 2027,nay
ed9186e3-2894-4a91-8622-b8b0512a6528,2026-02-19T04:00:27.514Z,Indigo Parek,The Equitable Digital Governance Act,yea
e2c7b99a-656e-4de8-af06-1ae7cdcd502a,2026-02-19T04:00:26.697Z,Indigo Parek,The Human-Centric AI Governance Act,yea
df2bfc75-b7dd-4934-a26f-004f637888b6,2026-02-19T04:00:25.946Z,Indigo Parek,Human-Centered Artificial Intelligence Development Act of 2027,yea
4999b3cf-6609-4bb3-897d-df680d89c47f,2026-02-19T04:00:24.865Z,Sam Ritter,The Equitable Digital Governance Act,yea
093507b4-317d-4ade-8557-b101b4ffcc40,2026-02-19T04:00:23.766Z,Sam Ritter,The Human-Centric AI Governance Act,yea
1eb7d6e1-d9da-4a98-8319-0509e17ff752,2026-02-19T04:00:23.759Z,Sam Ritter,Human-Centered Artificial Intelligence Development Act of 2027,yea
39d06653-b2ef-448b-8a2d-3a5bcb215ef4,2026-02-19T04:00:23.750Z,Arjun Mehta,The Equitable Digital Governance Act,yea
c4351c96-d1be-482e-88ba-0aa55b3f68f1,2026-02-19T04:00:23.745Z,Arjun Mehta,The Human-Centric AI Governance Act,yea
33f56b1a-a9da-4113-9e47-c0b9d0c8b767,2026-02-19T04:00:23.739Z,Arjun Mehta,Human-Centered Artificial Intelligence Development Act of 2027,yea
70240d89-924b-459e-947e-53227b9edc12,2026-02-19T04:00:23.732Z,Vera Okonkwo,The Equitable Digital Governance Act,yea
4873ea49-86ac-46c4-81b2-752fb0dec4f0,2026-02-19T04:00:23.726Z,Vera Okonkwo,The Human-Centric AI Governance Act,yea
20c10d85-ff0d-420f-ba3b-d076f7223f0b,2026-02-19T04:00:23.719Z,Vera Okonkwo,Human-Centered Artificial Intelligence Development Act of 2027,yea
